403,Kanumanur,70,06-Jan-21,06-Jan-21
404,Gudachintha,70,06-Jan-21,06-Jan-21
405,Kandhoor,71,06-Jan-21,06-Jan-21
406,Sunkarayapally,71,06-Jan-21,06-Jan-21
407,Ponnakal,71,06-Jan-21,06-Jan-21
408,Rachala,71,06-Jan-21,06-Jan-21
409,Thimmaipally,71,06-Jan-21,06-Jan-21
410,Katavaram,71,06-Jan-21,06-Jan-21
411,Shakapur,71,06-Jan-21,06-Jan-21
412,Thimmaipalli Thanda,71,06-Jan-21,06-Jan-21
413,Athamkoor,72,06-Jan-21,06-Jan-21
414,Balakistapoor,72,06-Jan-21,06-Jan-21
415,Gopanpeta,72,06-Jan-21,06-Jan-21
416,Jurala,72,06-Jan-21,06-Jan-21
417,Pinnamcerla,72,06-Jan-21,06-Jan-21
418,Guntipally,72,06-Jan-21,06-Jan-21
419,Kanapuram,72,06-Jan-21,06-Jan-21
420,Mulamalla,72,06-Jan-21,06-Jan-21
421,Karvena,72,06-Jan-21,06-Jan-21
422,Gopanpet Thanda,72,06-Jan-21,06-Jan-21
423,Bogunoni Thanda,72,06-Jan-21,06-Jan-21
424,Karvena Thanda,72,06-Jan-21,06-Jan-21
425,Somasagar,72,06-Jan-21,06-Jan-21
426,Pinnamcherlathanda,72,06-Jan-21,06-Jan-21
427,Thippadampally,73,06-Jan-21,06-Jan-21
428,Arepally,73,06-Jan-21,06-Jan-21
429,Kathepally,73,06-Jan-21,06-Jan-21
430,Thumpally,73,06-Jan-21,06-Jan-21
431,Rechintala,73,06-Jan-21,06-Jan-21
432,Veeraragavapuram,73,06-Jan-21,06-Jan-21
433,Devarapally,73,06-Jan-21,06-Jan-21
434,Medipally,73,06-Jan-21,06-Jan-21
435,Metlampally,73,06-Jan-21,06-Jan-21
436,Amarchinta,74,06-Jan-21,06-Jan-21
437,Singampeta,74,06-Jan-21,06-Jan-21
438,Palammor,74,06-Jan-21,06-Jan-21
439,Konkanavaniapally,74,06-Jan-21,06-Jan-21
440,Pamreddypally,74,06-Jan-21,06-Jan-21
441,Dharmapuram,74,06-Jan-21,06-Jan-21
442,Nagalkadumur,74,06-Jan-21,06-Jan-21
443,Mastipuram,74,06-Jan-21,06-Jan-21
444,Amarchinthathanda,74,06-Jan-21,06-Jan-21
445,Nandhimalla,75,06-Jan-21,06-Jan-21
446,Kistampally,75,06-Jan-21,06-Jan-21
447,Erladhinne,75,06-Jan-21,06-Jan-21
448,Mettanandhimalla,75,06-Jan-21,06-Jan-21
449,Chintareddypally,75,06-Jan-21,06-Jan-21
450,Chandragad,75,06-Jan-21,06-Jan-21
451,Ghanapuram,76,06-Jan-21,06-Jan-21
452,Venkatapuram,76,06-Jan-21,06-Jan-21
453,Parvathapuram,76,06-Jan-21,06-Jan-21
454,Shapur,76,06-Jan-21,06-Jan-21
455,Appareddypally,76,06-Jan-21,06-Jan-21
456,Mamidimada,76,06-Jan-21,06-Jan-21
457,Anjanageeri Thanda,76,06-Jan-21,06-Jan-21
458,Solipuram,77,06-Jan-21,06-Jan-21
459,Upparipally,77,06-Jan-21,06-Jan-21
460,Suraipally,77,06-Jan-21,06-Jan-21
461,Manajipeta,77,06-Jan-21,06-Jan-21
462,Malkapoor,77,06-Jan-21,06-Jan-21
463,Solipuram Thanda,77,06-Jan-21,06-Jan-21
464,Jaggaiapally,77,06-Jan-21,06-Jan-21
465,Manajipeta Thanda,77,06-Jan-21,06-Jan-21
466,Peddhamandhadi,78,06-Jan-21,06-Jan-21
467,Jagathpally,78,06-Jan-21,06-Jan-21
468,Manigilla,78,06-Jan-21,06-Jan-21
469,Alavala,78,06-Jan-21,06-Jan-21
